line_id,order_id,book_id,price
4325,8907,970,3.55
4326,8908,6964,11.94
4327,720,1200,14.96
4328,721,4627,16.71
4329,722,10355,2.93
4330,4815,10466,5.27
4331,4816,5524,13.82
4332,4817,10746,15.12
4333,6862,9818,2.88
4334,6863,814,18.67
4335,6864,4980,8.75
4336,8909,9407,18.29
4337,8910,402,8.74
4338,8911,859,1.49
4339,723,1573,9.66
4340,4818,11018,10.06
4341,6865,6050,4.2
4342,8912,4648,9.19
4343,724,481,16.76
4344,4819,673,15.76
4345,6866,8452,8.67
4346,8913,9888,2.86
4347,725,547,16.33
4348,726,10393,4.43
4349,4820,3392,17.2
4350,4821,4298,7.01
4351,6867,6616,18.42
4352,6868,9141,6.89
4353,8914,2864,5.07
4354,8915,5520,14.39
4355,727,1212,7.72
4356,4822,6721,17.24
4357,6869,5528,17.98
4358,8916,42,6.44
4359,728,6661,0.54
4360,4823,3785,12.39
4361,6870,846,10.44
4362,8917,4249,6.87
4363,729,6353,16.49
4364,4824,4573,11.61
4365,6871,7462,12.22
4366,8918,479,7.64
4367,730,8689,15.18
4368,4825,5024,19.62
4369,6872,6115,16.11
4370,8919,4209,9.51
4371,731,2689,15.65
4372,4826,2074,11.7
4373,6873,4083,1.58
4374,8920,3279,4.72
4375,732,3301,15.49
4376,4827,10943,11.87
4377,6874,196,6.14
4378,8921,5355,9.72
4379,733,10967,9.42
4380,4828,4415,11.43
4381,6875,7423,12.43
4382,8922,1171,13.24
4383,734,11068,19.75
4384,4829,10600,16.03
4385,6876,1653,6.77
4386,8923,2759,4.47
4387,735,4157,3.95
4388,736,9638,14.78
4389,737,1079,5.35
4390,4830,513,8.56
4391,4831,21,14.5
4392,4832,6902,18.52
4393,6877,8557,1.34
4394,6878,320,18.84
4395,6879,6943,5.88
4396,8924,6648,2.12
4397,8925,8195,7.31
4398,8926,6862,19.76
4399,738,988,9.61
4400,739,1513,4.76
4401,4833,8717,4.05
4402,4834,7374,14.11
4403,6880,6010,11.68
4404,6881,3321,14.82
4405,8927,9007,16.49
4406,8928,7729,19.99
4407,740,10160,11.35
4408,4835,1088,15.73
4409,6882,7113,16.73
4410,8929,2954,16.35
4411,741,3236,0.04
4412,742,1522,13.56
4413,4836,10906,17.34
4414,4837,4378,7.33
4415,6883,7264,3.29
4416,6884,9604,16.46
4417,8930,5844,3.14
4418,8931,2343,11.62
4419,743,3043,12.48
4420,744,3340,12.57
4421,745,2687,6.44
4422,4838,9859,9.28
4423,4839,7371,18.4
4424,4840,6817,6.07
4425,6885,7555,9.7
4426,6886,4305,9.6
4427,6887,2667,15.17
4428,8932,805,1.73
4429,8933,2401,16.39
4430,8934,4997,15.75
4431,746,6568,11.78
4432,4841,1927,1.99
4433,6888,10877,11.79
4434,8935,165,6.11
4435,747,5385,10.05
4436,4842,678,15.94
4437,6889,8927,12.41
4438,8936,7737,12.31
4439,748,11023,2.15
4440,4843,6284,10.04
4441,6890,9066,11.37
4442,8937,4424,5.66
4443,749,2462,5.16
4444,750,6956,7.05
4445,4844,9871,7.56
4446,4845,2548,0.21
4447,6891,4073,15.97
4448,6892,9948,1.5
4449,8938,7715,4.83
4450,8939,1417,18.24
4451,751,1990,3.15
4452,4846,2790,15.63
4453,6893,1727,8.63
4454,8940,7705,3.35
4455,752,8459,5.97
4456,4847,2358,3.28
4457,6894,2054,8.61
4458,8941,6666,14.08
4459,753,8038,10
4460,754,3704,3.28
4461,4848,9151,12.4
4462,4849,7026,5.96
4463,6895,6619,1.62
4464,6896,6899,17.15
4465,8942,4754,11.27
4466,8943,5969,19.83
4467,755,3864,15.24
4468,756,8558,11.19
4469,757,5442,15.35
4470,4850,4115,10.94
4471,4851,6955,9.69
4472,4852,6090,5.66
4473,6897,8614,0.42
4474,6898,8708,17
4475,6899,10034,19.19
4476,8944,1022,11.61
4477,8945,6980,7.9
4478,8946,1038,5.62
4479,758,1405,15.75
4480,4853,6229,8.72
4481,6900,5565,3.86
4482,8947,5164,14.83
4483,759,3521,7.14
4484,760,9290,2.08
4485,4854,182,15.37
4486,4855,8843,13.36
4487,6901,10621,15.39
4488,6902,10938,12.15
4489,8948,978,12.34
4490,8949,9140,5.12
4491,761,9088,6.31
4492,4856,1407,13.72
4493,6903,568,3.94
4494,8950,9245,11.28
4495,762,3651,18.96
4496,4857,8408,18.69
4497,6904,4506,4.44
4498,8951,9946,16.08
4499,763,3769,5.62
4500,764,4342,2.14
4501,4858,4063,10.08
4502,4859,4737,12.32
4503,6905,8926,3.27
4504,6906,4566,11.23
4505,8952,6414,3.95
4506,8953,2879,14.01
4507,765,8096,10.72
4508,4860,5525,17.5
4509,6907,9856,16.07
4510,8954,4013,7.85
4511,766,9786,4.42
4512,4861,5179,13.3
4513,6908,10328,12.92
4514,8955,4969,5.88
4515,767,1458,15.45
4516,4862,5234,0.68
4517,6909,8444,13.84
4518,8956,2053,16.91
4519,768,7508,16.74
4520,4863,1792,5.88
4521,6910,10975,1.01
4522,8957,3258,6.26
4523,769,7631,9.81
4524,4864,4391,10.04
4525,6911,3624,2.45
4526,8958,7082,16.28
4527,770,1800,7.32
4528,4865,3843,12.57
4529,6912,1181,12.91
4530,8959,10103,12.09
4531,771,3311,13.5
4532,4866,5359,7.67
4533,6913,5267,4.31
4534,8960,7322,12.87
4535,772,2712,5.75
4536,4867,7866,13.44
4537,6914,2652,3.53
4538,8961,1851,6.05
4539,773,162,3.29
4540,4868,8669,8.04
4541,6915,7476,3.08
4542,8962,8391,6.18
4543,774,3142,9.7
4544,775,6424,8.64
4545,4869,4757,16.84
4546,4870,10310,2.15
4547,6916,8430,9.32
4548,6917,623,17.65
4549,8963,2727,11.55
4550,8964,1685,0.51
4551,776,7481,5.71
4552,777,4573,3.96
4553,4871,8431,3.89
4554,4872,7774,18.2
4555,6918,5057,10.84
4556,6919,3856,2.13
4557,8965,5493,2.97
4558,8966,2902,17.18
4559,778,5700,19.69
4560,4873,4300,19.57
4561,6920,8150,14.54
4562,8967,4873,0.17
4563,779,8110,12.38
4564,4874,10099,13.63
4565,6921,7621,7.6
4566,8968,9403,1.71
4567,780,9934,4.15
4568,781,3986,3.38
4569,4875,8564,6.84
4570,4876,4463,19.58
4571,6922,7705,10.5
4572,6923,6084,3.19
4573,8969,1751,6.16
4574,8970,754,8.3
4575,782,9692,2.22
4576,783,10475,7.49
4577,784,529,2.29
4578,4877,4772,16.03
4579,4878,8033,4.09
4580,4879,9528,13.37
4581,6924,8597,17.17
4582,6925,10838,5.9
4583,6926,6158,17.63
4584,8971,8323,1.9
4585,8972,2581,17.48
4586,8973,7510,15.05
4587,785,8196,8.52
4588,786,10240,6.47
4589,4880,9539,6.31
4590,4881,58,1.6
4591,6927,4265,13.54
4592,6928,2622,2.94
4593,8974,305,13.92
4594,8975,4439,18.12
4595,787,3716,19.03
4596,4882,8399,18.4
4597,6929,3736,18.37
4598,8976,6512,3.42
4599,788,1091,19.56
4600,789,6630,0.91
4601,4883,4888,1.2
4602,4884,10934,14.66
4603,6930,7986,7.79
4604,6931,8826,15.97
4605,8977,6805,13.26
4606,8978,5352,8.31
4607,790,7063,18.54
4608,4885,8132,17.47
4609,6932,1939,5.02
4610,8979,8152,18.2
4611,791,3911,0.56
4612,792,949,6.85
4613,4886,5070,5.03
4614,4887,9898,13.89
4615,6933,8928,18.58
4616,6934,2659,8.14
4617,8980,3542,7.41
4618,8981,9992,7.57
4619,793,2204,17.09
4620,4888,7562,16.68
4621,6935,1458,3.06
4622,8982,4136,7.99
4623,794,9822,4.31
4624,795,4762,9.88
4625,4889,2073,8.98
4626,4890,7645,1.76
4627,6936,4209,12.55
4628,6937,40,2.69
4629,8983,7374,18.2
4630,8984,6238,1.47
4631,796,7635,4.21
4632,797,11050,6.69
4633,4891,7710,9.23
4634,4892,2534,15.1
4635,6938,1011,3.79
4636,6939,7515,16.17
4637,8985,175,13.07
4638,8986,2444,2.76
4639,798,354,14.89
4640,799,6985,18.1
4641,4893,7131,9.8
4642,4894,5874,3.38
4643,6940,2916,16.06
4644,6941,2535,14.61
4645,8987,10786,13.11
4646,8988,4100,17.53
4647,800,3076,15.06
4648,4895,10404,8.33
4649,6942,3094,2.81
4650,8989,9660,18.39
4651,801,11050,4.14
4652,4896,624,13.18
4653,6943,1408,13.11
4654,8990,10002,10.55
4655,802,10468,2.43
4656,803,8733,11.2
4657,4897,4965,11.01
4658,4898,4612,8.41
4659,6944,9562,0.7
4660,6945,6648,17.64
4661,8991,6867,8.8
4662,8992,3888,8.53
4663,804,932,2.79
4664,805,4968,16.28
4665,4899,8123,4.17
4666,4900,9486,12.75
4667,6946,6996,4.63
4668,6947,3030,13.33
4669,8993,5732,11.53
4670,8994,3745,19.07
4671,806,8445,18.67
4672,4901,4351,3.08
4673,6948,6656,10.57
4674,8995,9428,13.03
4675,807,7964,12.48
4676,4902,10821,19.82
4677,6949,413,4.25
4678,8996,10577,2.32
4679,808,8100,5.84
4680,4903,3068,10.05
4681,6950,7635,18.46
4682,8997,6189,0.24
4683,809,4365,18.5
4684,810,4988,9.32
4685,811,10972,10.64
4686,4904,7806,18.23
4687,4905,5050,10.69
4688,4906,3450,18.95
4689,6951,8971,3.79
4690,6952,5889,1.55
4691,6953,8899,15.33
4692,8998,4812,17.26
4693,8999,202,10.03
4694,9000,5030,15.13
4695,812,4745,17.25
4696,4907,380,11.65
4697,6954,9004,5.98
4698,9001,758,8.86
4699,813,117,14.47
4700,4908,6525,15.23
4701,6955,540,19.15
4702,9002,7155,6.84
4703,814,8690,17.58
4704,4909,573,12.42
4705,6956,10565,17.71
4706,9003,6433,4.7
4707,815,4892,9.87
4708,816,1659,5.29
4709,817,9750,11.74
4710,4910,3416,15.47
4711,4911,10537,8.29
4712,4912,2563,18.17
4713,6957,9481,10.69
4714,6958,1301,19.61
4715,6959,6136,16.32
4716,9004,4733,13.58
4717,9005,1317,11.1
4718,9006,4681,8.76
4719,818,10332,6.57
4720,4913,9532,5.96
4721,6960,10236,14.11
4722,9007,8548,14.49
4723,819,3541,8.34
4724,820,1460,8.09
4725,821,6988,18.55
4726,4914,8378,19.65
4727,4915,7276,6.44
4728,4916,7204,5.44
4729,6961,4642,5.4
4730,6962,1099,13.67
4731,6963,1343,11.07
4732,9008,4509,7.31
4733,9009,6812,19.29
4734,9010,10966,0.69
4735,822,2406,19.55
4736,4917,2647,5.15
4737,6964,6379,1.89
4738,9011,8363,9.5
4739,823,1349,3.61
4740,824,5985,2.97
4741,4918,1444,4.05
4742,4919,6935,10.18
4743,6965,7500,16.88
4744,6966,2204,9.16
4745,9012,7741,2.09
4746,9013,4853,17.33
4747,825,280,10.51
4748,4920,6141,3.66
4749,6967,2895,15.03
4750,9014,10861,12.53
4751,826,2276,2.86
4752,827,1123,1.51
4753,4921,843,3.03
4754,4922,5910,4.01
4755,6968,4559,8.93
4756,6969,49,13.63
4757,9015,4392,18.58
4758,9016,5122,10.3
4759,828,2156,8.47
4760,829,5981,8.33
4761,830,5226,1.98
4762,4923,956,2.65
4763,4924,4506,12.54
4764,4925,10242,14.43
4765,6970,9402,1.22
4766,6971,8569,13.36
4767,6972,316,2.77
4768,9017,6754,12.4
4769,9018,3100,10.66
4770,9019,9223,10.92
4771,831,2705,11.55
4772,832,1756,1.14
4773,4926,9023,17.68
4774,4927,10989,5.72
4775,6973,5189,9.48
4776,6974,10814,8.74
4777,9020,3004,0.77
4778,9021,4247,15.87
4779,833,9144,14.58
4780,834,1993,14.18
4781,4928,78,18.17
4782,4929,5795,17.58
4783,6975,9268,10.55
4784,6976,1545,2.23
4785,9022,1569,7.41
4786,9023,4773,0.67
4787,835,9805,6.1
4788,836,9814,9.89
4789,4930,9208,13.08
4790,4931,8750,19.41
4791,6977,5493,11.13
4792,6978,3357,16.77
4793,9024,3210,18.53
4794,9025,8529,1.07
4795,837,10769,13.58
4796,838,5462,8.36
4797,4932,6855,16.54
4798,4933,3203,19.15
4799,6979,10280,14.94
4800,6980,10716,11.5
4801,9026,10958,3.99
4802,9027,484,12.37
4803,839,10697,19.04
4804,840,9747,10.48
4805,4934,11028,7.69
4806,4935,10549,11.75
4807,6981,1036,14.06
4808,6982,2629,1.44
4809,9028,7240,0.75
4810,9029,2633,1.4
4811,841,7123,19.81
4812,842,363,3.83
4813,843,9554,14.39
4814,4936,228,18.89
4815,4937,7352,9.41
4816,4938,4120,8.79
4817,6983,977,2.39
4818,6984,3729,6.33
4819,6985,6426,18.76
4820,9030,10654,19.47
4821,9031,11069,1.07
4822,9032,3158,5.16
4823,844,4879,8.37
4824,845,8642,12.56
4825,4939,9023,3.41
4826,4940,4656,11.63
4827,6986,7256,10.32
4828,6987,6944,11.45
4829,9033,11004,4.56
4830,9034,1934,3.69
4831,846,4460,9.01
4832,4941,566,18.04
4833,6988,3991,1.74
4834,9035,3981,10.57
4835,847,6326,5.15
4836,4942,6477,2.76
4837,6989,10494,6.04
4838,9036,7570,9.92
4839,848,4881,14.11
4840,849,2352,18.81
4841,850,762,10.41
4842,4943,4429,8.56
4843,4944,10523,8.9
4844,4945,4316,12.09
4845,6990,9544,9.52
4846,6991,8982,12.15
4847,6992,6863,5.22
4848,9037,5055,9.78
4849,9038,902,18.77
4850,9039,5009,8.7
4851,851,9161,16.25
4852,4946,6599,10.55
4853,6993,9539,14.1
4854,9040,10596,12.94
4855,852,4207,18.99
4856,4947,6823,4.35
4857,6994,2756,11.72
4858,9041,2074,3.48
4859,853,3469,0.73
4860,854,2742,2.46
4861,855,9738,0.15
4862,856,4586,0.76
4863,4948,10604,13.03
4864,4949,4437,0.78
4865,4950,11119,17.58
4866,4951,4429,7.05
4867,6995,6320,15.65
4868,6996,2331,13.98
4869,6997,9652,4.8
4870,6998,6645,5.33
4871,9042,6011,18.04
4872,9043,9884,14.73
4873,9044,184,17.47
4874,9045,3551,19.48
4875,857,10167,12.93
4876,4952,5452,10.22
4877,6999,956,17.92
4878,9046,2474,8.47
4879,858,5014,19.65
4880,4953,6241,17.14
4881,7000,6692,8.73
4882,9047,4212,11.66
4883,859,8678,3.01
4884,860,4587,12.2
4885,4954,9039,4.65
4886,4955,8062,18.52
4887,7001,5075,10.05
4888,7002,1604,4.27
4889,9048,7059,10.64
4890,9049,8423,3.78
4891,861,7495,16.03
4892,862,10970,10.51
4893,4956,7453,15.45
4894,4957,9491,18.95
4895,7003,1993,1.05
4896,7004,8074,9.41
4897,9050,1943,9.25
4898,9051,8763,11.02
4899,863,4372,6.22
4900,4958,4189,18.98
4901,7005,6855,4.67
4902,9052,3541,17.83
4903,864,5584,16.71
4904,4959,7465,16.97
4905,7006,2558,12.08
4906,9053,3667,16.73
4907,865,2147,9.11
4908,4960,7786,2.63
4909,7007,6220,8
4910,9054,3606,8.39
4911,866,1405,7.44
4912,867,5362,5.86
4913,4961,226,4.43
4914,4962,533,11.48
4915,7008,8080,18.18
4916,7009,4077,2.1
4917,9055,4743,16.32
4918,9056,8915,11.16
4919,868,4308,5.23
4920,869,1614,18.82
4921,4963,3011,10.59
4922,4964,9294,11.77
4923,7010,4848,8.27
4924,7011,8463,11.25
4925,9057,5895,19.24
4926,9058,2458,4.36
4927,870,4768,9.75
4928,871,1706,6.06
4929,4965,621,7.39
4930,4966,7569,5.86
4931,7012,4710,4.76
4932,7013,10227,17.65
4933,9059,7290,12.57
4934,9060,1963,19.93
4935,872,5057,5.65
4936,873,532,7.85
4937,4967,9100,18.25
4938,4968,1213,16.14
4939,7014,7890,2.48
4940,7015,5484,1.84
4941,9061,10927,12.68
4942,9062,2489,4.33
4943,874,4571,8.1
4944,875,8807,14.87
4945,876,3816,9.69
4946,4969,4367,10.19
4947,4970,4119,6.45
4948,4971,5572,10.74
4949,7016,2040,6.1
4950,7017,10850,19.21
4951,7018,9770,10.17
4952,9063,10099,0.26
4953,9064,3804,13.41
4954,9065,3644,12.51
4955,877,1608,16.93
4956,878,8887,9.09
4957,879,9743,0.31
4958,4972,4999,4.01
4959,4973,7292,13.5
4960,4974,4547,0.36
4961,7019,9625,5.42
4962,7020,8448,19.67
4963,7021,7122,4.99
4964,9066,3645,17.79
4965,9067,5165,13.05
4966,9068,9688,7.91
4967,880,4070,12.84
4968,881,1266,12.84
4969,4975,9676,8.43
4970,4976,5557,4.64
4971,7022,7360,12.23
4972,7023,815,10.63
4973,9069,4866,11.85
4974,9070,7229,9.43
4975,882,4546,12.56
4976,883,10182,13.82
4977,4977,7903,9.56
4978,4978,2892,17.3
4979,7024,6071,2.65
4980,7025,300,14.73
4981,9071,6684,15.9
4982,9072,1916,9.52
4983,884,9617,17.86
4984,885,9712,13.7
4985,4979,8964,19.48
4986,4980,5027,6.75
4987,7026,3701,13.01
4988,7027,2823,6.35
4989,9073,9198,3.61
4990,9074,4710,11.49
4991,886,6712,5.84
4992,887,7241,7.55
4993,4981,10415,10.94
4994,4982,10319,19.92
4995,7028,2188,19.92
4996,7029,4332,19.18
4997,9075,6984,5.22
4998,9076,4696,6.54
4999,888,4112,17.33
5000,4983,2480,10.31
5001,7030,10107,19.91
5002,9077,2821,5.6
5003,889,7127,7.24
5004,890,9882,7.1
5005,4984,1233,9.77
5006,4985,1236,1.78
5007,7031,1255,5.92
5008,7032,1583,16.46
5009,9078,7651,19.39
5010,9079,8743,0.39
5011,891,8232,12.82
5012,892,10974,0.16
5013,4986,892,7.55
5014,4987,7196,2.03
5015,7033,6303,10.57
5016,7034,10484,2.53
5017,9080,8954,12.9
5018,9081,9013,2.31
5019,893,1646,7.86
5020,894,5788,8.45
5021,4988,6143,9.86
5022,4989,8998,11.29
5023,7035,4412,5.78
5024,7036,2844,8.21
5025,9082,3189,4.02
5026,9083,1606,2.39
5027,895,1818,9.18
5028,4990,8951,12.92
5029,7037,9072,2.79
5030,9084,2797,16.76
5031,896,4858,13.37
5032,4991,372,3.22
5033,7038,7847,0.86
5034,9085,1102,7.32
5035,897,5944,11.44
5036,4992,2876,11.51
5037,7039,1137,15.68
5038,9086,6838,14.41
5039,898,8436,12.59
5040,899,9720,9.58
5041,4993,8612,8.66
5042,4994,9390,18.4
5043,7040,762,11.64
5044,7041,7839,15.54
5045,9087,8573,10.44
5046,9088,3326,18.56
5047,900,8278,18.71
5048,901,4964,8.48
5049,4995,8685,12.63
5050,4996,9070,3.63
5051,7042,5146,15.35
5052,7043,5019,19.05
5053,9089,4547,3.72
5054,902,7829,19.21
5055,903,7691,11.5
5056,904,8904,5.54
5057,4997,10948,1.78
5058,4998,5486,3.97
5059,4999,5703,19.36
5060,7044,3354,12.07
5061,7045,1258,15.1
5062,7046,4846,18.25
5063,905,2855,10.9
5064,5000,10637,2.89
5065,7047,9516,16.85
5066,906,7184,14.02
5067,5001,6334,14.85
5068,7048,56,15.95
5069,907,10808,9.3
5070,5002,4579,13.24
5071,7049,841,7.84
5072,908,8151,9.74
5073,5003,2649,14.58
5074,7050,10353,9.31
5075,909,5964,5.67
5076,5004,9017,4.02
5077,7051,6374,5.24
5078,910,6576,3.39
5079,5005,823,17.23
5080,7052,953,16.87
5081,911,10689,5.46
5082,912,5362,11.82
5083,913,5677,15.55
5084,5006,3961,8.96
5085,5007,1913,10.31
5086,5008,698,15.33
5087,7053,7170,18.45
5088,7054,7564,12.62
5089,7055,1287,13.7
5090,914,882,6.81
5091,915,5173,6.06
5092,5009,1342,13.87
5093,5010,1186,9.03
5094,7056,10444,6.77
5095,7057,9751,7.33
5096,916,2253,18.27
5097,5011,10671,1.11
5098,7058,4451,16.68
5099,917,10787,6.91
5100,918,9125,1.27
5101,919,9526,1.82
5102,5012,9857,3.14
5103,5013,1414,3.29
5104,5014,4905,14.22
5105,7059,2588,0.6
5106,7060,5028,3.39
5107,7061,5484,19.1
5108,920,3302,12.37
5109,5015,2260,3.19
5110,7062,2089,9.2
5111,921,8213,6.2
5112,922,3740,15
5113,5016,8255,9.19
5114,5017,797,19.59
5115,7063,7603,9.56
5116,7064,3773,5.23
5117,923,3243,13.44
5118,5018,5407,8.27
5119,7065,6779,16.12
5120,924,2256,11.91
5121,5019,4105,1.17
5122,7066,2062,15.02
5123,925,2216,14.86
5124,926,1302,7.13
5125,5020,4794,1.7
5126,5021,1484,8.22
5127,7067,7299,0.93
5128,7068,2941,3.64
5129,927,1297,0.74
5130,5022,9305,1.4
5131,7069,9348,19.83
5132,928,4852,4.13
5133,929,8061,0.06
5134,5023,9353,3.89
5135,5024,5027,13.49
5136,7070,194,1.27
5137,7071,2948,2.69
5138,930,9761,19.66
5139,5025,3151,9.33
5140,7072,5389,0.42
5141,931,7268,4.05
5142,5026,589,13.14
5143,7073,1397,13.14
5144,932,10113,11.46
5145,933,1545,19.5
5146,934,5098,7.32
5147,5027,5061,3.53
5148,5028,5767,1.24
5149,5029,8395,11.74
5150,7074,7469,11.91
5151,7075,10718,0.61
5152,7076,2911,4.34
5153,935,3345,17.04
5154,936,3975,4.61
5155,5030,907,14.31
5156,5031,3704,10.36
5157,7077,6589,8.13
5158,7078,2836,1.11
5159,937,5708,7.97
5160,5032,5044,1.42
5161,7079,11077,15.29
5162,938,9303,17.74
5163,939,10303,19.38
5164,940,761,8.68
5165,5033,10730,10.41
5166,5034,7880,19.6
5167,5035,8635,18.8
5168,7080,4126,0.69
5169,7081,681,4.03
5170,7082,9174,10.36
5171,941,1283,0.46
5172,942,8568,15.61
5173,943,6596,12.44
5174,5036,3702,15.93
5175,5037,10967,10.76
5176,5038,8160,1.05
5177,7083,704,3.17
5178,7084,6696,10.68
5179,7085,9615,14.38
5180,944,31,17.13
5181,5039,3062,16.12
5182,7086,2263,11.99
5183,945,4312,2.78
5184,946,5924,4.9
5185,5040,6987,8.09
5186,5041,1550,9.65
5187,7087,11062,10.48
5188,7088,7090,12.28
5189,947,1771,19.06
5190,948,3213,11.68
5191,5042,601,10.35
5192,5043,4746,11.59
5193,7089,6886,7.1
5194,7090,10221,10.56
5195,949,9846,16.8
5196,5044,6076,4.2
5197,7091,4575,8.52
5198,950,9983,4.16
5199,5045,3863,2.25
5200,7092,5801,5.38
5201,951,8698,2.02
5202,5046,1777,9.91
5203,7093,11103,10.07
5204,952,5827,2.16
5205,953,10774,10.36
5206,954,7615,17.37
5207,5047,3210,16.75
5208,5048,3587,1.98
5209,5049,5880,6.89
5210,7094,1540,13.16
5211,7095,9726,7.94
5212,7096,4033,12.43
5213,955,223,4.71
5214,5050,1302,17.58
5215,7097,483,11.61
5216,956,8584,2.33
5217,957,2977,19.77
5218,5051,1558,14.69
5219,5052,2810,1.18
5220,7098,5989,10.28
5221,7099,10617,4.59
5222,958,3180,14.79
5223,959,9359,19.74
5224,5053,4566,1.83
5225,5054,2522,17.17
5226,7100,6814,9.73
5227,7101,6630,10.39
5228,960,9015,9.85
5229,961,356,13.65
5230,5055,3509,10.6
5231,5056,7828,18.56
5232,7102,5890,17.26
5233,7103,8078,0.83
5234,962,335,0.51
5235,5057,410,2.16
5236,7104,4767,16.38
5237,963,9005,11.79
5238,964,5792,16.68
5239,965,6758,10.7
5240,5058,9501,13.28
5241,5059,8433,15.96
5242,5060,7968,3.73
5243,7105,8737,7.32
5244,7106,5278,5.47
5245,7107,10513,18.07
5246,966,7599,14.09
5247,967,5267,5.07
5248,5061,9417,9.44
5249,5062,9138,13.81
5250,7108,10986,17.32
5251,7109,4092,4.82
5252,968,1132,15.71
5253,969,6915,15.03
5254,5063,9946,4.29
5255,5064,4338,6.13
5256,7110,4037,17.89
5257,7111,4285,4.82
5258,970,564,10.59
5259,971,5523,17.86
5260,5065,10852,3.96
5261,5066,704,14.46
5262,7112,4724,19.08
5263,7113,5528,12.43
5264,972,6880,4.53
5265,973,3078,14.09
5266,5067,7693,6.88
5267,5068,7189,3.97
5268,7114,600,13.48
5269,7115,2331,0.49
5270,974,5496,7.93
5271,975,5567,6.24
5272,5069,665,7.25
5273,5070,7034,1.48
5274,7116,5275,2.96
5275,7117,3531,2.86
5276,976,8489,7.71
5277,977,7115,0.81
5278,978,3156,5.94
5279,5071,7051,5.56
5280,5072,5431,12.14
5281,5073,6347,0.62
5282,7118,4950,2.61
5283,7119,3543,4
5284,7120,508,12.55
5285,979,19,2.5
5286,5074,6900,14.51
5287,7121,8537,13.19
5288,980,11085,0.06
5289,5075,278,2.33
5290,7122,5641,3.72
5291,981,4547,9.71
5292,5076,2242,11.02
5293,7123,1668,1.94
5294,982,386,17.65
5295,983,3434,17.91
5296,984,6149,1.52
5297,5077,8027,7.59
5298,5078,8162,10.58
5299,5079,4945,12.7
5300,7124,9372,6.13
5301,7125,51,2.07
5302,7126,5613,4.23
5303,985,6048,1.67
5304,986,8761,13.73
5305,5080,768,5.73
5306,5081,2500,5.29
5307,7127,7207,8.91
5308,7128,3163,1.7
5309,987,6356,12.04
5310,5082,3293,13.48
5311,7129,5357,7.71
5312,988,5378,5.2
5313,989,9460,9.42
5314,5083,8950,12.18
5315,5084,7022,6.58
5316,7130,8364,15.43
5317,7131,6704,13.96
5318,990,7599,6.4
5319,5085,6147,16.03
5320,7132,3897,6.93
5321,991,7591,7.43
5322,992,9015,18.74
5323,993,2822,9.15
5324,5086,5851,5.15
5325,5087,7896,15.52
5326,5088,8353,8.51
5327,7133,9748,2.07
5328,7134,9903,2.79
5329,7135,293,14.27
5330,994,5442,6.09
5331,995,626,7.34
5332,996,7410,4.59
5333,997,1650,1.07
5334,998,9161,19.11
5335,5089,3429,13.48
5336,5090,4961,4.14
5337,5091,7760,17.32
5338,5092,2658,11.91
5339,5093,2904,10.37
5340,7136,8998,9.77
5341,7137,183,12.33
5342,7138,370,6.33
5343,7139,5380,9.35
5344,7140,9873,0.68
5345,999,5645,8.7
5346,5094,7271,19.24
5347,7141,9465,7.33
5348,1000,3129,6.12
5349,5095,7645,10.34
5350,7142,5824,1.32
5351,1001,8465,12.1
5352,1002,8275,18.06
5353,5096,3149,14.13
5354,5097,7612,6.01
5355,7143,5020,7.08
5356,7144,4621,0.31
5357,1003,9241,2.14
5358,1004,478,17.88
5359,1005,3786,0.4
5360,5098,878,6.69
5361,5099,4856,3.56
5362,5100,6475,7.5
5363,7145,1431,10.37
5364,7146,2293,9.5
5365,7147,8422,7.19
5366,1006,5860,11.09
5367,1007,2156,6.09
5368,5101,10467,15.81
5369,5102,1453,5.62
5370,7148,157,4.53
5371,7149,1020,15.56
5372,1008,6838,14.78
5373,1009,9477,0.83
5374,5103,7260,2.76
5375,5104,8138,4.87
5376,7150,263,7.74
5377,7151,9628,3.3
5378,1010,2548,13
5379,1011,6266,17.31
5380,5105,7101,11.89
5381,5106,645,10.12
5382,7152,3964,5.26
5383,7153,2747,8.9
5384,1012,5398,1.8
5385,5107,11069,14.08
5386,7154,5963,11.35
5387,1013,2553,8.89
5388,1014,5953,6.82
5389,5108,1114,9.55
5390,5109,968,0.05
5391,7155,8369,15.06
5392,7156,5646,5.58
5393,1015,9699,10.44
5394,5110,11072,8.19
5395,7157,684,1.59
5396,1016,2358,16.43
5397,5111,5263,18
5398,7158,892,14.02
5399,1017,2951,4.45
5400,1018,3531,18.37
5401,5112,7142,9.06
5402,5113,3777,6.76
5403,7159,7487,6.99
5404,7160,8116,11.97
5405,1019,8943,4.47
5406,5114,7860,17.23
5407,7161,2085,7.06
5408,1020,2259,19.12
5409,1021,1895,19.68
5410,5115,4540,1.77
5411,5116,2443,16.63
5412,7162,5549,19.99
5413,7163,5565,10.06
5414,1022,152,11.2
5415,5117,8437,2.24
5416,7164,3167,1.75
5417,1023,6484,13.03
5418,5118,5675,11.9
5419,7165,4957,8.84
5420,1024,9723,0.86
5421,1025,6606,16.79
5422,1026,4631,11.25
5423,5119,6276,2.65
5424,5120,10800,9.11
5425,5121,4080,9.33
5426,7166,2575,15.16
5427,7167,1061,4.06
5428,7168,8105,0.67
5429,1027,10934,16.25
5430,5122,1286,2.79
